win,20,91,98.18792724609375
win,14,37,57.00248718261719
win,15,73,62.83732223510742
loss,12,77,0.005929428152740002
win,17,37,76.5625
win,15,43,63.20249557495117
win,15,44,63.20249557495117
loss,9,73,0.0053290026262402534
win,16,31,69.72250366210938
win,14,34,57.00249481201172
win,15,43,63.20249557495117
win,12,64,45.37368392944336
win,18,33,83.72249603271484
win,19,50,91.20250701904297
win,12,28,45.5625
win,12,14,33.0625
win,18,85,83.08322143554688
loss,4,52,1.1067041158676147
win,12,53,45.52200698852539
loss,7,41,0.0025007787626236677
win,12,45,45.5625
win,21,57,106.9776382446289
win,11,37,40.3224983215332
win,18,43,83.72249603271484
win,15,34,63.20249557495117
win,11,32,40.3224983215332
win,6,44,18.92249870300293
win,13,38,51.122493743896484
win,21,49,107.12248992919922
loss,8,80,0.006400012876838446
loss,13,43,0.0025000188034027815
win,12,36,45.5625
win,10,27,35.402496337890625
loss,5,40,0.0025000013411045074
win,17,46,76.5625
win,16,33,69.72250366210938
loss,9,75,0.005625097081065178
win,11,38,40.3224983215332
draw,-100,100,0.010001341812312603
draw,-100,100,0.010013003833591938
win,13,35,51.122493743896484
win,15,46,63.20249557495117
win,15,44,63.20249557495117
win,15,31,63.20249557495117
win,12,36,45.56230545043945
win,15,68,62.91661834716797
win,11,25,40.3224983215332
win,15,56,63.10713195800781
win,18,64,83.46636962890625
win,20,99,79.22779846191406
win,14,39,57.00249481201172
loss,9,55,0.0030287301633507013
win,17,25,76.5625
win,12,42,45.562469482421875
win,12,32,45.5625
win,10,23,35.402496337890625
win,11,20,40.3224983215332
win,13,53,51.079246520996094
loss,10,79,0.0063888863660395145
loss,8,22,0.002500002272427082
win,25,40,142.8011932373047
win,15,65,62.92980194091797
loss,3,63,0.00534453010186553
win,16,86,69.12056732177734
win,14,73,56.65570831298828
win,23,65,123.98776245117188
win,20,97,98.06781768798828
win,17,42,76.56244659423828
draw,-100,100,0.010004161857068539
loss,11,53,1.0471508502960205
win,22,67,113.54435729980469
win,16,42,63.252777099609375
loss,11,45,0.006897450424730778
win,12,43,45.546138763427734
win,15,58,52.48516082763672
win,17,35,76.47771453857422
win,13,75,50.18318176269531
win,14,36,53.06124496459961
win,15,59,55.3670539855957
draw,-100,100,0.010253885760903358
loss,4,89,0.014296121895313263
win,17,62,75.60540771484375
draw,-100,100,0.017479749396443367
loss,11,64,0.00585140660405159
loss,4,57,0.061706021428108215
loss,1,72,0.0051839957013726234
loss,2,52,0.0035679887514561415
loss,3,33,0.002500001108273864
loss,3,55,0.0030254486482590437
loss,4,58,0.0033643553033471107
loss,3,34,0.0025000018067657948
loss,3,64,0.24794761836528778
loss,13,72,0.03133980557322502
loss,6,87,0.16836394369602203
loss,3,44,0.1032046377658844
win,20,63,98.47205352783203
loss,0,29,0.013503998517990112
win,12,72,45.26594924926758
loss,6,89,0.007926670834422112
draw,-100,100,1.2098718881607056
loss,6,58,0.34845587611198425
loss,9,68,0.004625049419701099
loss,9,61,0.0037211759481579065
win,21,81,106.46428680419922
loss,9,80,0.06480869650840759
loss,9,50,0.02184826135635376
loss,9,88,0.04387594014406204
loss,3,76,0.005776005331426859
loss,13,72,0.009208600036799908
loss,7,86,0.0073960041627287865
loss,9,53,0.002809003461152315
loss,3,55,0.0030254514422267675
loss,9,41,0.002500066999346018
loss,9,95,1.2033360004425049
win,9,36,30.8024959564209
loss,3,66,0.00443232199177146
loss,4,84,0.2776136100292206
loss,5,76,0.02478789910674095
win,11,83,39.67045211791992
loss,5,83,0.017725614830851555
loss,8,51,0.09420512616634369
loss,0,63,2.085111141204834
loss,6,93,0.014950456097722054
loss,9,64,0.31159505248069763
draw,-100,100,1.0632376670837402
loss,7,72,2.0802271366119385
draw,-100,100,0.3451159596443176
win,8,30,20.88068389892578
loss,0,45,0.009960852563381195
win,12,49,40.85514450073242
loss,10,70,0.8574233055114746
loss,9,51,0.10041651129722595
win,13,47,46.83732986450195
loss,7,89,0.08847425878047943
win,13,56,41.9814338684082
loss,8,90,0.1493571549654007
loss,0,90,0.4942568242549896
loss,0,35,0.3896874189376831
draw,-100,100,0.361789345741272
win,14,63,49.51126480102539
loss,12,63,0.4182552993297577
loss,9,67,0.7216242551803589
loss,6,41,0.15442310273647308
loss,7,62,2.19132661819458
draw,-100,100,0.38659805059432983
win,16,65,56.99846267700195
win,14,84,46.03575134277344
loss,6,38,0.3919447362422943
win,12,84,36.705169677734375
loss,6,39,0.3478546142578125
loss,6,45,1.3125752210617065
loss,3,40,0.2997097969055176
draw,-100,100,0.5783922672271729
loss,8,37,0.5188713073730469
loss,9,70,0.547492265701294
loss,11,89,0.7639759182929993
draw,-100,100,0.7422517538070679
loss,2,31,0.4315766990184784
win,13,45,37.60234451293945
draw,-100,100,0.5002199411392212
loss,10,80,1.1891119480133057
loss,5,49,0.5027332901954651
win,12,66,37.983428955078125
loss,13,71,0.4060550928115845
draw,-100,100,0.6986262202262878
win,10,44,26.156734466552734
loss,9,35,0.01935131847858429
win,13,48,36.45345687866211
loss,12,89,1.3935993909835815
loss,9,63,0.2060467004776001
win,14,77,47.02238464355469
draw,-100,100,0.5482925772666931
